species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Buchavirus_oralis,,,,,,,,,,,,,,,,,,,,,,,,,,2673.0,,,,,,,,,,,
Burzaovirus_coli,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burzaovirus_faecalis,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burzaovirus_intestinihominis,,,,7581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyricicoccus_sp._GAM44,6.0,,,4.0,,,,,,5.0,26.0,13.0,25.0,2.0,39.0,2.0,12.0,3.0,4.0,,,,11.0,10.0,12.0,1.0,,,,,,,4.0,,1.0,5.0,8.0
Butyricimonas_faecalis,,,,7.0,2.0,,3.0,3.0,9.0,52.0,,,,,,,,,,,4.0,,448.0,,,,28.0,1.0,,,4.0,,,,,124.0,40.0
Butyricimonas_faecihominis,,,,155.0,,,,4.0,,,,,,,,,,,,,129.0,,2.0,,21.0,,,,,,12.0,,,,,9100.0,1180.0
Butyricimonas_paravirosa,2.0,3.0,,81.0,,,,149.0,,,1.0,,,,1.0,,2.0,,,,19.0,,1173.0,8.0,,,,,,,4.0,,,,,11.0,381.0
Butyricimonas_virosa,,,,2132.0,,,,1559.0,426.0,143.0,,,,,,,,,,,,,161.0,,1.0,8.0,,,,,202.0,,2.0,4.0,,604.0,1506.0
Butyrivibrio_fibrisolvens,2.0,10.0,,5.0,6.0,15.0,2.0,,33.0,1.0,1.0,2.0,1.0,,2.0,,6.0,21.0,3.0,2.0,7.0,10.0,1.0,1.0,2.0,,,63.0,,,2.0,,1.0,,,,3.0
Campylobacter_coli,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,
Campylobacter_concisus,,,156.0,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,442.0,,72.0,,,,,
Campylobacter_gracilis,,,,,,,2.0,,,,,,,,,,,8.0,,,,,,,,,,,,7.0,,8.0,,,11.0,,
Campylobacter_hominis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
Campylobacter_jejuni,,,,75.0,,,,12.0,,,,,,,,,,,,,,,,,119.0,,,7.0,,68.0,,,,,,,
Campylobacter_rectus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Campylobacter_ureolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,
Candidatus_Nanosynbacter_sp._HMT-352,,,,,,,,,,12.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,
Canhaevirus_faecalis,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,408.0,,,,,,,,,,,,
Canhaevirus_hiberniae,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,1.0,
Capnocytophaga_gingivalis,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caproicibacter_fermentans,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caproicibacter_sp._BJN0012,,,,,,,387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caproicibacterium_amylolyticum,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
Caproicibacterium_argilliputei,,,,1.0,,,24.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,
Caproicibacterium_sp._BJN0003,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Caproiciproducens_sp._CPB-2,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caproiciproducens_sp._NJN-50,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carjivirus_communis,,,,4150.0,,,,,,985.0,,,,,,,,,2.0,,,,,,,,,,,,150.0,,,,,,
Carjivirus_hominis,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnobacterium_divergens,,,,,,,11.0,,1.0,,26.0,9.0,3.0,,,,4.0,,,,,2.0,,,,,,,,,,,,,,21.0,
Carnobacterium_maltaromaticum,,,,,,,,,,,,,4.0,,,,,,,,,44.0,,,,,,,,,,,,,,4.0,
Catenibacterium_mitsuokai,2.0,,,,3.0,2.0,7.0,,,,,,,,1.0,,,,1.0,,,1.0,,,149.0,,,,,,,,,,,42.0,12.0
Catenibacterium_sp._co_0103,,,,2.0,,1.0,,,,,,1.0,2.0,,,,,1.0,1.0,,,3.0,2.0,,12106.0,,,,,,,,,,,7.0,
Cellulosilyticum_sp._WCF-2,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,35.0,,,,,
Chordicoccus_furentiruminis,5.0,3.0,24.0,11.0,3.0,3.0,10.0,2.0,1.0,,8.0,2.0,4.0,1.0,5.0,2.0,7.0,1.0,12.0,10.0,,1.0,3.0,4.0,1.0,,,8.0,,62.0,2.0,2.0,3.0,,,5.0,
Christensenella_massiliensis,7.0,2.0,,1.0,,,,1.0,2.0,,3.0,,7.0,,7.0,,1.0,8.0,1.0,1.0,4.0,,207.0,2.0,43.0,,,7.0,,,,,2.0,,,290.0,157.0
Christensenella_minuta,1.0,5.0,,353.0,,,,,6.0,41.0,1.0,1.0,3.0,2.0,5.0,,1.0,1.0,1.0,1.0,,,1.0,,96.0,,,,,,6.0,,2.0,,3.0,105.0,212.0
Citrobacter_amalonaticus,,,342.0,,,,449.0,,,,,,,,,,,,,,,,,,,,,,109.0,509.0,,269.0,,,,,
Citrobacter_braakii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.0,,,,,,,,
Citrobacter_farmeri,,,10712.0,,1630.0,77.0,6692.0,,,,,,,,,,,,,,,,,,,,,,1630.0,8010.0,,7819.0,,,7.0,,
Citrobacter_freundii,109.0,,3060.0,,,,,,,,,,344.0,,,,,,,503.0,,,94.0,,,,,,10326.0,1736.0,,2236.0,,,,,
Citrobacter_meridianamericanus,32.0,225.0,,,,,,,,,63.0,54.0,1455.0,,,,59.0,291.0,80.0,1215.0,,,,266.0,,,,,44.0,,,,18.0,,,,
Citrobacter_pasteurii,,,,,,,,,,,,,,,,,,,,75.0,1232.0,,37.0,,,,,,,,,,,,,,
Citrobacter_portucalensis,,,343.0,,,,69.0,,,,,,56.0,,,,,,,,,,,55.0,,,,,2973.0,100.0,,428.0,,,,,
Citrobacter_sp._BDA59-3,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,
Citrobacter_sp._C13,,,,,,,,,,,,,,,,,,,,,,,161.0,,,,,,,,,,,,,,
Citrobacter_sp._CFNIH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,,,,,
Citrobacter_sp._RHB35-C17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,,,,,,,
Citrobacter_sp._Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.0,,,,,,,
Citrobacter_tructae,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,
Citrobacter_werkmanii,,,677.0,,,,,,,,,,,,,,,,,,,,,,,,,,2753.0,143.0,,354.0,,,,,
Claveliimonas_bilis,6931.0,8495.0,,7.0,5.0,23.0,7.0,17.0,1.0,4.0,141.0,40.0,10145.0,35.0,305.0,75.0,12569.0,1837.0,3845.0,1277.0,3279.0,4.0,4.0,3671.0,165.0,1.0,,56.0,,,,,5193.0,,2.0,2.0,143.0
Clavibacter_sepedonicus,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,
Cloacibacillus_porcorum,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,29.0,
Clostridioides_difficile,136.0,240.0,97.0,1411.0,88.0,304.0,287.0,33.0,96.0,107.0,86.0,35.0,171.0,17.0,110.0,15.0,315.0,275.0,108.0,48.0,213.0,3703.0,391.0,60.0,576.0,35.0,30767.0,304.0,5.0,108.0,82.0,82.0,87.0,,24.0,175.0,215.0
Clostridium_baratii,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
Clostridium_bornimense,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_botulinum,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_butyricum,,,203.0,,,,3012.0,,,,27.0,,,,,,,,,,,,,,,231.0,,,,11.0,,,,,,,
Clostridium_cadaveris,11.0,15.0,,,,,22.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,13.0,1.0,3.0,22.0,2.0,1.0,1.0,,45.0,1.0,15.0,,,1.0,,,,,,,,7.0,
Clostridium_cellulovorans,,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,12.0,,,,,,
Clostridium_chauvoei,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Clostridium_cochlearium,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_perfringens,85.0,49.0,3303.0,5.0,58.0,,6.0,6.0,,4.0,203.0,89.0,48.0,15.0,32.0,4.0,36.0,133.0,53.0,66.0,115.0,45.0,8.0,3.0,123.0,205.0,,,,454.0,,33.0,17.0,,,8.0,71.0
Clostridium_septicum,,,,,5.0,,,,,,,,,,1.0,,,,,,9.0,1.0,,,5.0,,,,,,,,,,,,
Clostridium_sp._BJN0001,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_sp._C1,263.0,91.0,,32.0,528.0,170.0,550.0,19.0,1.0,7.0,120.0,70.0,241.0,55.0,89.0,107.0,63.0,4504.0,103.0,356.0,41.0,197.0,,175.0,788.0,2.0,14.0,317.0,,,2.0,,147.0,,,,6.0
Clostridium_sp._LQ25,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_sp._M62/1,132.0,206.0,3.0,468.0,15.0,10.0,9.0,6505.0,5.0,1769.0,182.0,93.0,223.0,88.0,365.0,63.0,241.0,130.0,292.0,218.0,19.0,57.0,1302.0,144.0,1616.0,15.0,6.0,78.0,,2.0,46.0,,246.0,,,302.0,144.0
Clostridium_sp._MD294,,,37.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,36.0,,13.0,,,11.0,1.0,
Clostridium_sp._SY8519,1.0,,,11.0,,,,2.0,,14.0,,1.0,4.0,3.0,7.0,,,,,,3.0,,15.0,,6.0,39.0,,,,40.0,,22.0,,,29.0,17.0,239.0
Clostridium_tyrobutyricum,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cohcovirus_hiberniae,,,,,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
Cohcovirus_splanchnicus,,,,,,,,6330.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,61.0,
Collinsella_aerofaciens,,1.0,2.0,53121.0,,12.0,,8.0,59699.0,21534.0,,,,,1.0,,2.0,,7.0,,1.0,23757.0,12441.0,,5185.0,98.0,17.0,17.0,,,1252.0,,,34.0,3147.0,40351.0,26886.0
Collinsella_stercoris,,,,,,,,1304.0,,,,,,,,,1.0,,,,,,,,,795.0,,,,,,,1.0,,,1.0,
Companilactobacillus_pabuli,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Companilactobacillus_paralimentarius,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
Coprobacter_fastidiosus,,,,,,4.0,,,38.0,,,,,,,,,,,,6408.0,,268.0,,1477.0,,,,,,,,,,,156.0,2.0
Coprobacter_secundus,,,,96.0,,,,,1.0,23.0,,,,,,,,,,,292.0,,,,,,,,,,8.0,,,3.0,,,2.0
Coprococcus_catus,1586.0,525.0,3494.0,5313.0,1.0,2.0,,45.0,1.0,540.0,813.0,380.0,1202.0,351.0,3653.0,303.0,1590.0,100.0,600.0,238.0,5.0,18.0,2531.0,224.0,2079.0,115.0,,79.0,1.0,1334.0,26.0,604.0,150.0,,1276.0,1767.0,317.0
Coprococcus_comes,22.0,51.0,7.0,8360.0,288.0,3081.0,28.0,69.0,339.0,7163.0,53.0,25.0,68.0,8.0,85.0,10.0,99.0,26.0,29.0,41.0,80.0,9.0,146.0,14.0,9118.0,13.0,,50060.0,2.0,9.0,106.0,7.0,11.0,2.0,12.0,6457.0,5252.0
Coprococcus_eutactus,21.0,18.0,,1.0,,,,3.0,38.0,10.0,9.0,,10.0,3.0,40.0,,49.0,6.0,1.0,,2.0,,1.0,,486.0,,,24.0,,1.0,,7.0,,,,16.0,7.0
Coprococcus_sp._ART55/1,16.0,35.0,,16.0,,13.0,,21.0,162.0,28.0,12.0,3.0,15.0,1.0,21.0,1.0,16.0,17.0,4.0,13.0,4.0,8.0,23.0,9.0,23698.0,1.0,,1.0,,1.0,1.0,,7.0,,1.0,11.0,76.0
Corynebacterium_accolens,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,3.0,
Corynebacterium_amycolatum,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,7.0,
Corynebacterium_bovis,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Corynebacterium_durum,4.0,3.0,4.0,2.0,4.0,16.0,8.0,5.0,,10.0,,,1.0,,1.0,,3.0,,7.0,2.0,,,14.0,,1.0,,,,,1.0,,,3.0,,5.0,22.0,
Corynebacterium_glucuronolyticum,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
Corynebacterium_matruchotii,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,
Corynebacterium_propinquum,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,
Corynebacterium_pseudokroppenstedtii,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Corynebacterium_pyruviciproducens,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,,,,,,,,,,,,
Corynebacterium_simulans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
Corynebacterium_striatum,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium_tuberculostearicum,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,2.0,
Corynebacterium_variabile,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryptobacterium_curtum,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,
Culoivirus_americanus,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,
Culoivirus_faecalis,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culoivirus_intestinalis,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutibacterium_acnes,5.0,7.0,3.0,11.0,6.0,7.0,9.0,6.0,12.0,4.0,1.0,,9.0,,,,9.0,7.0,5.0,12.0,6.0,6.0,9.0,11.0,5.0,3.0,,5.0,1.0,,,5.0,4.0,,,1.0,1.0
Cutibacterium_avidum,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,
Cutibacterium_granulosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Cutibacterium_modestum,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Dabirmavirus_hominis,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defluviitalea_saccharophila,1.0,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,,,
Dehalobacterium_formicoaceticum,,,,,,,482.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Dehalococcoides_mccartyi,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delmidovirus_intestinihominis,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,
Delmidovirus_splanchnicus,,,,,,,,,1.0,,,,,,,,,,,,,,364.0,,,,,,,,,,,,,,
Dermabacter_vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
Desulfovibrio_desulfuricans,15.0,,2.0,,,,,,,2.0,1624.0,930.0,7091.0,470.0,2281.0,273.0,,,,,,,23.0,,,,,,,,,,,,,,
Desulfovibrio_fairfieldensis,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfovibrio_piger,,2.0,,58.0,,4.0,,,,,1.0,1.0,5.0,2.0,,,7.0,,,,,,11.0,3.0,,,,39.0,,,4.0,,1.0,,27.0,5594.0,5991.0
Desulfovibrio_sp._G11,,,,,,,,,,,,,5.0,,,,,,,,,52.0,,,,,,,,,,,,,,,
Dialister_pneumosintes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0,,
Dialister_succinatiphilus,,,,32.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
Dichelobacter_nodosus,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dorea_formicigenerans,27.0,44.0,2.0,5817.0,230.0,16.0,5139.0,104.0,,3067.0,49.0,12.0,41.0,11.0,91.0,14.0,93.0,1.0,25.0,4.0,2469.0,,11791.0,3.0,2729.0,135.0,1.0,82.0,,,252.0,,26.0,8.0,,8582.0,3365.0
Dorea_longicatena,600.0,99.0,44.0,13759.0,3.0,26.0,8.0,56819.0,530.0,13463.0,33291.0,12844.0,2856.0,11342.0,87604.0,12762.0,56.0,339.0,380.0,185.0,990.0,105.0,38204.0,41.0,21501.0,49.0,905.0,235.0,2.0,52.0,240.0,15.0,33.0,12.0,91.0,12499.0,15359.0
Duncaniella_dubosii,50.0,17.0,,,,,,34.0,,21.0,97.0,49.0,121.0,33.0,30.0,2.0,35.0,,,36.0,,,15.0,23.0,,2.0,,,,,,,2.0,,5.0,,1.0
Duodenibacillus_massiliensis,,,,1.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,
Dysgonomonas_capnocytophagoides,,,,,,,,,,,,,,,,,,,,,,358.0,,,,,,,,,,,,,,,
Dysosmobacter_welbionis,1450.0,568.0,,2033.0,,13.0,,557.0,1365.0,1273.0,1711.0,1059.0,1059.0,1942.0,1477.0,,928.0,790.0,258.0,511.0,,86.0,4010.0,162.0,4110.0,81.0,,71.0,,,194.0,,200.0,7.0,,1817.0,6087.0
Eggerthella_guodeyinii,,3.0,,,953.0,3527.0,10.0,18.0,,,,,1.0,,,,3.0,,,,11.0,1.0,,,3.0,1.0,,6.0,,,,,,,,,
Eggerthella_lenta,10481.0,18681.0,,2033.0,215431.0,734091.0,3189.0,1383.0,909.0,738.0,7285.0,3096.0,17666.0,1791.0,14568.0,4618.0,10630.0,3927.0,12412.0,2261.0,12382.0,19.0,398.0,6614.0,453.0,7637.0,8.0,998.0,4.0,,165.0,,7037.0,3.0,,242.0,2140.0
Eggerthella_sp._YY7918,,,1.0,11.0,5.0,5.0,2.0,,,7.0,,1.0,,,,,,,,,3.0,,13.0,1.0,1.0,,,1.0,,,,,,1.0,,152.0,12.0
Emergencia_sp._JLR.KK010,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,2.0,,,1.0,,
Emergencia_timonensis,69.0,65.0,,,,9.0,,648.0,9955.0,16.0,62.0,33.0,410.0,23.0,76.0,8.0,1116.0,40.0,6335.0,805.0,,39456.0,500.0,133.0,36.0,2.0,,,,,,,221.0,,,2051.0,11.0
Enorma_phocaeensis,,,,,,,,,,,,,,,,,,,,,,,,,298.0,53.0,,,,,,,,,,,
Enterobacter_asburiae,,,,,,,,,,,,,,,,,,,,,18610.0,,,,,,1869.0,,,,,,,,,,
Enterobacter_cancerogenus,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,16.0,,,,,,,,,,
Enterobacter_cloacae,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,
Enterobacter_hormaechei,,,,,,,295.0,,,,,,,,,,,,,2134.0,,,,,,87.0,7039.0,,,71.0,,,,,,,
Enterobacter_kobei,,,,,,,,,,,,,,,,,,,,,4825.0,,,,,,,,,,,,,,,,
Enterobacter_ludwigii,,,,,,8.0,,,,,,,,,,,,,,,,,,,1129.0,,1862.0,,,,,,,,,,
Enterobacter_mori,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,392.0,,,,,,,,,,
Enterobacter_roggenkampii,,,,,,,,,,,,,,,,,,,,,103.0,,22.0,,29.0,9.0,65491.0,,,6.0,,,,,,,
Enterobacter_sp._T2,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,
Enterocloster_asparagiformis,1458.0,2133.0,1.0,3355.0,3.0,56.0,71.0,384.0,270.0,6.0,697.0,327.0,2977.0,148.0,499.0,217.0,1599.0,2966.0,2674.0,1269.0,15.0,24.0,165.0,1570.0,11.0,23.0,63.0,137.0,,,237.0,,599.0,,3.0,409.0,1907.0
Enterocloster_bolteae,5095.0,4523.0,21850.0,1305.0,435.0,12763.0,650.0,19790.0,49494.0,949.0,4404.0,2130.0,11142.0,1570.0,10387.0,956.0,13147.0,11720.0,5490.0,21323.0,986.0,741.0,722.0,2578.0,79.0,2364.0,17.0,9855.0,,17601.0,178.0,7320.0,1613.0,1.0,7143.0,442.0,1475.0
Enterocloster_clostridioformis,6892.0,5327.0,292374.0,45.0,32.0,331.0,18.0,3966.0,18614.0,20.0,1579.0,710.0,26224.0,608.0,4562.0,1421.0,17750.0,17250.0,15791.0,18531.0,359.0,4216.0,7.0,6748.0,9.0,82.0,2151.0,256.0,1.0,194002.0,2.0,86120.0,3402.0,,48974.0,7.0,14.0
Enterococcus_avium,,,2.0,,15304.0,21786.0,,,,,,,,,,,,,,,,15.0,,,,,,,,2.0,,,,,,,
Enterococcus_casseliflavus,,,72.0,,,,694.0,,,,,,,,,,,,,,,,,,,185.0,,,,73.0,,13.0,,,,14.0,
Enterococcus_cecorum,,,,,,,2.0,,,,,,,,,,,,,,4.0,,1.0,,5.0,,,,,,,,,,,,1.0
Enterococcus_durans,,,,,,,1639.0,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,
Enterococcus_faecalis,,,21.0,,3328.0,3811.0,4527.0,7.0,,,,,2.0,,,,,,,6.0,,,,,,122135.0,94972.0,15.0,7.0,,,,4.0,,,1598.0,
Enterococcus_faecium,189.0,163.0,3997.0,1136.0,1140.0,1353.0,2591.0,488.0,1278.0,768.0,345.0,88.0,532.0,17.0,136.0,176.0,361.0,88.0,11.0,20.0,47.0,204.0,108.0,145.0,3803.0,1147.0,55846.0,165.0,9.0,4118.0,286.0,3118.0,142.0,,26.0,553.0,1195.0
Enterococcus_gallinarum,,,889.0,,592.0,59.0,28313.0,,,,,,,,,,,,,,,,,,,,,,514.0,3083.0,,240.0,,,92.0,,
Enterococcus_gilvus,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus_hirae,,,9.0,,,,,,,,,,,,,,,,,,,,,,,231.0,,,,161.0,,1453.0,,,,,
Enterococcus_innesii,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus_lactis,,,,,525.0,,4000.0,,,,,,,,,,,,,,,,,,,432.0,,,,,,,,,,,
Enterococcus_mundtii,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Enterococcus_phage_phiFL4A,,,,,,89.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus_raffinosus,,,,,22.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus_saigonensis,,,,,68.0,87.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
Enterococcus_sp._CR-Ec1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,
Enterococcus_sp._FDAARGOS_375,,,,,774.0,1073.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,
Enterococcus_sp._FDAARGOS_553,,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,525.0,2103.0,,116.0,,,181.0,,
Enterococcus_sp._ZQ21,,,,,,,,,,,,,,,,,,,,,,,,,,,98034.0,,,,,,,,,,
Enterococcus_thailandicus,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eponavirus_epona,1.0,3.0,,,,,,,,,2.0,4.0,3.0,4.0,1.0,,2.0,17.0,1.0,4.0,,,,3.0,,,,,,,,,2.0,,,,4.0
Erwinia_tracheiphila,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Erysipelatoclostridium_sp._An173,,,,,1.0,1.0,6.0,,,,,,,,,,,1.0,,,,2.0,,,,,3.0,12.0,,,,,,,,,
Erysipelothrix_amsterdamensis,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escherichia_coli,,,13457.0,10738.0,22595.0,4296.0,21517.0,2720.0,64992.0,533.0,,,288.0,74.0,,,,,,,30040.0,12244.0,429.0,,1652.0,33748.0,188200.0,,7596.0,7001.0,7089.0,113378.0,,273.0,69984.0,151.0,
Escherichia_fergusonii,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,
Escherichia_marmotae,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Escherichia_sp._E4742,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,
Eshraghiella_crossota,18.0,15.0,1.0,53.0,1.0,1.0,,13.0,10.0,25.0,12.0,5.0,19.0,4.0,19.0,1.0,43.0,21.0,29.0,25.0,2.0,4.0,71.0,15.0,84.0,11.0,,12.0,,,,4.0,6.0,,,15.0,9.0
Eubacterium_callanderi,27.0,58.0,5.0,18.0,8.0,2.0,4.0,567.0,17.0,13.0,23.0,12.0,28.0,6.0,49.0,12.0,46.0,25.0,22.0,61.0,11.0,24.0,427.0,7.0,208.0,25.0,98.0,19.0,,1.0,5.0,,13.0,,1.0,28.0,263.0
Eubacterium_limosum,,,,4.0,2.0,2.0,37.0,20.0,,,,,,,,,,19.0,2.0,,,104.0,13.0,,10.0,2.0,,30.0,,1.0,1.0,,1.0,,,3.0,22.0
