species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Burzaovirus_coli,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burzaovirus_faecalis,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burzaovirus_intestinihominis,,,,7458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butyricicoccus_sp._GAM44,6.0,,,4.0,,,,,,5.0,24.0,12.0,25.0,2.0,39.0,2.0,12.0,3.0,4.0,,,,11.0,10.0,11.0,1.0,,,,,,,4.0,,,5.0,8.0
Butyricimonas_faecalis,,,,7.0,,,3.0,3.0,6.0,52.0,,,,,,,,,,,4.0,,433.0,,,,27.0,1.0,,,4.0,,,,,116.0,38.0
Butyricimonas_faecihominis,,,,146.0,,,,4.0,,,,,,,,,,,,,121.0,,2.0,,18.0,,,,,,12.0,,,,,8797.0,1157.0
Butyricimonas_paravirosa,2.0,3.0,,81.0,,,,144.0,,,1.0,,,,1.0,,2.0,,,,19.0,,1107.0,4.0,,,,,,,4.0,,,,,11.0,366.0
Butyricimonas_virosa,,,,2079.0,,,,1501.0,414.0,141.0,,,,,,,,,,,,,162.0,,1.0,8.0,,,,,193.0,,2.0,3.0,,592.0,1479.0
Butyrivibrio_fibrisolvens,2.0,10.0,,5.0,6.0,15.0,2.0,,32.0,1.0,1.0,2.0,,,1.0,,6.0,21.0,3.0,2.0,7.0,10.0,1.0,,2.0,,,63.0,,,1.0,,1.0,,,,3.0
Campylobacter_coli,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,
Campylobacter_concisus,,,155.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,452.0,,69.0,,,,,
Campylobacter_gracilis,,,,,,,2.0,,,,,,,,,,,8.0,,,,,,,,,,,,5.0,,8.0,,,11.0,,
Campylobacter_hominis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,
Campylobacter_jejuni,,,,74.0,,,,12.0,,,,,,,,,,,,,,,,,114.0,,,6.0,,41.0,,,,,,,
Campylobacter_rectus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Campylobacter_ureolyticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,
Candidatus_Nanosynbacter_sp._HMT-352,,,,,,,,,,12.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,
Canhaevirus_faecalis,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,395.0,,,,,,,,,,,,
Canhaevirus_hiberniae,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,1.0,
Capnocytophaga_gingivalis,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caproicibacter_fermentans,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caproicibacter_sp._BJN0012,,,,,,,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caproicibacterium_amylolyticum,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
Caproicibacterium_argilliputei,,,,1.0,,,24.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,
Caproicibacterium_sp._BJN0003,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Caproiciproducens_sp._CPB-2,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caproiciproducens_sp._NJN-50,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carjivirus_communis,,,,4036.0,,,,,,964.0,,,,,,,,,2.0,,,,,,,,,,,,147.0,,,,,,
Carnobacterium_divergens,,,,,,,11.0,,1.0,,27.0,10.0,3.0,,,,4.0,,,,,1.0,,,,,,,,,,,,,,20.0,
Carnobacterium_maltaromaticum,,,,,,,,,,,,,4.0,,,,,,,,,44.0,,,,,,,,,,,,,,4.0,
Catenibacterium_mitsuokai,2.0,,,,3.0,2.0,7.0,,,,,,,,1.0,,,,1.0,,,1.0,,,146.0,,,,,,,,,,,42.0,12.0
Catenibacterium_sp._co_0103,,,,2.0,,1.0,,,,,,1.0,2.0,,,,,1.0,1.0,,,3.0,2.0,,11844.0,,,,,,,,,,,7.0,
Cellulosilyticum_sp._WCF-2,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,36.0,,,,,
Chordicoccus_furentiruminis,5.0,2.0,24.0,11.0,3.0,3.0,10.0,2.0,1.0,,8.0,1.0,3.0,1.0,5.0,2.0,7.0,1.0,10.0,9.0,,1.0,3.0,4.0,1.0,,,8.0,,62.0,2.0,2.0,3.0,,,5.0,
Christensenella_massiliensis,7.0,2.0,,1.0,,,,,2.0,,3.0,,7.0,,8.0,,1.0,8.0,1.0,1.0,4.0,,193.0,3.0,41.0,,,7.0,,,,,2.0,,,279.0,155.0
Christensenella_minuta,1.0,5.0,,345.0,,,,,6.0,40.0,1.0,1.0,3.0,2.0,5.0,,1.0,1.0,1.0,1.0,,,,,92.0,,,,,,6.0,,2.0,,3.0,104.0,207.0
Citrobacter_amalonaticus,,,341.0,,,,318.0,,,,,,,,,,,,,,,,,,,,,,109.0,514.0,,268.0,,,,,
Citrobacter_braakii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,,,,,,,
Citrobacter_farmeri,,,10607.0,,1562.0,73.0,6752.0,,,,,,,,,,,,,,,,,,,,,,1595.0,7846.0,,7604.0,,,7.0,,
Citrobacter_freundii,106.0,,3064.0,,,,,,,,,,346.0,,,,,,,520.0,,,94.0,,,,,,10232.0,1648.0,,2233.0,,,,,
Citrobacter_meridianamericanus,31.0,223.0,,,,,,,,,58.0,54.0,1397.0,,,,58.0,287.0,80.0,1262.0,,,,284.0,,,,,44.0,,,,18.0,,,,
Citrobacter_pasteurii,,,,,,,,,,,,,,,,,,,,78.0,1218.0,,37.0,,,,,,,,,,,,,,
Citrobacter_portucalensis,,,343.0,,,,73.0,,,,,,56.0,,,,,,,,,,,61.0,,,,,2922.0,101.0,,427.0,,,,,
Citrobacter_sp._BDA59-3,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,
Citrobacter_sp._C13,,,,,,,,,,,,,,,,,,,,,,,161.0,,,,,,,,,,,,,,
Citrobacter_sp._CFNIH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,,,,,
Citrobacter_sp._RHB35-C17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,
Citrobacter_sp._Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.0,,,,,,,
Citrobacter_tructae,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,
Citrobacter_werkmanii,,,678.0,,,,,,,,,,,,,,,,,,,,,,,,,,2595.0,108.0,,353.0,,,,,
Claveliimonas_bilis,6780.0,8359.0,,6.0,4.0,23.0,7.0,17.0,1.0,4.0,135.0,40.0,9974.0,33.0,295.0,72.0,12292.0,1815.0,3799.0,1246.0,3218.0,4.0,4.0,3612.0,160.0,1.0,,56.0,,,,,5110.0,,2.0,2.0,142.0
Clavibacter_sepedonicus,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,
Cloacibacillus_porcorum,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,26.0,
Clostridioides_difficile,127.0,238.0,97.0,1389.0,84.0,294.0,281.0,33.0,96.0,106.0,83.0,36.0,171.0,19.0,110.0,15.0,312.0,266.0,106.0,50.0,204.0,3662.0,397.0,67.0,555.0,32.0,29797.0,314.0,5.0,104.0,69.0,81.0,83.0,,24.0,165.0,205.0
Clostridium_baratii,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
Clostridium_bornimense,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_botulinum,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_butyricum,,,202.0,,,,2934.0,,,,27.0,,,,,,,,,,,,,,,226.0,,,,11.0,,,,,,,
Clostridium_cadaveris,10.0,14.0,,,,,22.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,12.0,1.0,3.0,22.0,2.0,1.0,1.0,,43.0,1.0,15.0,,,1.0,,,,,,,,7.0,
Clostridium_cellulovorans,,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,12.0,,,,,,
Clostridium_chauvoei,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Clostridium_cochlearium,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_perfringens,81.0,47.0,3255.0,5.0,56.0,,6.0,6.0,,4.0,189.0,81.0,48.0,15.0,33.0,3.0,33.0,132.0,53.0,66.0,112.0,44.0,8.0,4.0,119.0,201.0,,,,447.0,,33.0,16.0,,,8.0,70.0
Clostridium_septicum,,,,,6.0,,,,,,,,,,1.0,,,,,,9.0,1.0,,,5.0,,,,,,,,,,,,
Clostridium_sp._BJN0001,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_sp._C1,254.0,91.0,,32.0,502.0,167.0,533.0,16.0,1.0,7.0,117.0,68.0,236.0,54.0,85.0,106.0,62.0,4416.0,103.0,350.0,41.0,194.0,,172.0,759.0,2.0,14.0,310.0,,,2.0,,143.0,,,,6.0
Clostridium_sp._LQ25,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_sp._M62/1,131.0,200.0,3.0,455.0,15.0,10.0,9.0,6198.0,5.0,1730.0,179.0,75.0,220.0,82.0,355.0,56.0,240.0,127.0,284.0,218.0,19.0,54.0,1234.0,138.0,1557.0,15.0,6.0,72.0,,2.0,40.0,,245.0,,,292.0,143.0
Clostridium_sp._MD294,,,37.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,34.0,,14.0,,,11.0,1.0,
Clostridium_sp._SY8519,1.0,,,11.0,,,,2.0,,13.0,,1.0,4.0,3.0,7.0,,,,,,3.0,,13.0,,6.0,39.0,,,,38.0,,22.0,,,27.0,17.0,235.0
Clostridium_tyrobutyricum,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cohcovirus_hiberniae,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
Cohcovirus_splanchnicus,,,,,,,,6172.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,59.0,
Collinsella_aerofaciens,,1.0,2.0,51990.0,,12.0,,8.0,58520.0,21059.0,,,,,1.0,,2.0,,7.0,,1.0,23270.0,11906.0,,4993.0,96.0,17.0,17.0,,,1218.0,,,30.0,2994.0,38978.0,26340.0
Collinsella_stercoris,,,,,,,,1266.0,,,,,,,,,1.0,,,,,,,,,776.0,,,,,,,1.0,,,1.0,
Companilactobacillus_pabuli,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Companilactobacillus_paralimentarius,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
Coprobacter_fastidiosus,,,,,,4.0,,,37.0,,,,,,,,,,,,6257.0,,257.0,,1433.0,,,,,,,,,,,150.0,2.0
Coprobacter_secundus,,,,89.0,,,,,1.0,21.0,,,,,,,,,,,280.0,,,,,,,,,,8.0,,,3.0,,,2.0
Coprococcus_catus,1557.0,510.0,3467.0,5182.0,1.0,2.0,,45.0,1.0,515.0,777.0,357.0,1183.0,340.0,3548.0,291.0,1565.0,99.0,586.0,233.0,5.0,18.0,2454.0,220.0,2015.0,111.0,,78.0,1.0,1297.0,26.0,592.0,147.0,,1224.0,1719.0,309.0
Coprococcus_comes,20.0,51.0,7.0,8156.0,284.0,3007.0,28.0,67.0,332.0,6970.0,53.0,19.0,68.0,8.0,85.0,10.0,95.0,26.0,29.0,41.0,79.0,9.0,144.0,14.0,8852.0,12.0,,49394.0,2.0,9.0,104.0,7.0,11.0,2.0,9.0,6241.0,5126.0
Coprococcus_eutactus,19.0,18.0,,1.0,,,,3.0,38.0,8.0,9.0,,8.0,3.0,39.0,,46.0,6.0,1.0,,2.0,,1.0,,461.0,,,24.0,,1.0,,7.0,,,,16.0,7.0
Coprococcus_sp._ART55/1,16.0,35.0,,17.0,,10.0,,21.0,161.0,27.0,12.0,3.0,15.0,,20.0,1.0,16.0,17.0,4.0,13.0,4.0,8.0,21.0,7.0,22911.0,1.0,,1.0,,1.0,1.0,,7.0,,1.0,11.0,74.0
Corynebacterium_accolens,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,3.0,
Corynebacterium_amycolatum,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,7.0,
Corynebacterium_bovis,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Corynebacterium_durum,4.0,3.0,4.0,2.0,4.0,16.0,8.0,5.0,,10.0,,,1.0,,1.0,,3.0,,7.0,2.0,,,13.0,,1.0,,,,,1.0,,,3.0,,5.0,22.0,
Corynebacterium_glucuronolyticum,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
Corynebacterium_matruchotii,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,
Corynebacterium_propinquum,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,
Corynebacterium_pseudokroppenstedtii,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Corynebacterium_pyruviciproducens,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,
Corynebacterium_simulans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
Corynebacterium_striatum,,,,,,,,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium_tuberculostearicum,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,2.0,
Corynebacterium_variabile,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryptobacterium_curtum,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,
Culoivirus_americanus,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,
Culoivirus_faecalis,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culoivirus_intestinalis,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutibacterium_acnes,5.0,7.0,3.0,11.0,6.0,7.0,9.0,5.0,12.0,4.0,1.0,,9.0,,,,9.0,7.0,5.0,12.0,6.0,6.0,9.0,11.0,5.0,3.0,,5.0,1.0,,,5.0,4.0,,,1.0,1.0
Cutibacterium_avidum,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,
Cutibacterium_modestum,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Dabirmavirus_hominis,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Defluviitalea_saccharophila,1.0,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,,,
Dehalobacterium_formicoaceticum,,,,,,,475.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Dehalococcoides_mccartyi,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delmidovirus_intestinihominis,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
Delmidovirus_splanchnicus,,,,,,,,,1.0,,,,,,,,,,,,,,358.0,,,,,,,,,,,,,,
Dermabacter_vaginalis,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
Desulfovibrio_desulfuricans,15.0,,2.0,,,,,,,2.0,1590.0,918.0,6987.0,507.0,2312.0,265.0,,,,,,,22.0,,,,,,,,,,,,,,
Desulfovibrio_fairfieldensis,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desulfovibrio_piger,,2.0,,58.0,,4.0,,,,,1.0,1.0,5.0,2.0,,,7.0,,,,,,11.0,2.0,,,,39.0,,,4.0,,1.0,,27.0,5424.0,5892.0
Desulfovibrio_sp._G11,,,,,,,,,,,,,5.0,,,,,,,,,52.0,,,,,,,,,,,,,,,
Dialister_pneumosintes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.0,,
Dialister_succinatiphilus,,,,32.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
Dichelobacter_nodosus,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dorea_formicigenerans,27.0,44.0,2.0,5672.0,224.0,16.0,5017.0,102.0,,2997.0,47.0,12.0,39.0,11.0,86.0,12.0,89.0,1.0,25.0,4.0,2411.0,,11360.0,3.0,2644.0,132.0,1.0,80.0,,,248.0,,24.0,8.0,,8291.0,3293.0
Dorea_longicatena,590.0,98.0,44.0,13449.0,1.0,26.0,8.0,54963.0,522.0,13113.0,32160.0,12342.0,2805.0,10933.0,85135.0,12404.0,52.0,333.0,373.0,178.0,969.0,103.0,36690.0,41.0,20787.0,49.0,888.0,230.0,2.0,50.0,228.0,15.0,33.0,12.0,82.0,12054.0,15023.0
Duncaniella_dubosii,50.0,17.0,,,,,,,,21.0,95.0,47.0,120.0,33.0,30.0,2.0,34.0,,,35.0,,,14.0,21.0,,2.0,,,,,,,2.0,,5.0,,1.0
Duodenibacillus_massiliensis,,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,
Dysgonomonas_capnocytophagoides,,,,,,,,,,,,,,,,,,,,,,354.0,,,,,,,,,,,,,,,
Dysosmobacter_welbionis,1450.0,568.0,,1835.0,,13.0,,562.0,1337.0,1255.0,1576.0,1010.0,1034.0,1886.0,1437.0,,925.0,787.0,259.0,482.0,,86.0,3833.0,162.0,3927.0,80.0,,71.0,,,191.0,,200.0,6.0,,1744.0,5965.0
Eggerthella_guodeyinii,,3.0,,,918.0,3462.0,10.0,16.0,,,,,1.0,,,,3.0,,,,11.0,1.0,,,3.0,1.0,,6.0,,,,,,,,,
Eggerthella_lenta,10291.0,18433.0,,2000.0,208981.0,714474.0,3124.0,1336.0,895.0,724.0,7028.0,3010.0,17325.0,1775.0,14249.0,4423.0,10369.0,3872.0,12183.0,2228.0,12116.0,18.0,379.0,6572.0,435.0,7446.0,8.0,984.0,4.0,,161.0,,6914.0,2.0,,233.0,2088.0
Eggerthella_sp._YY7918,,,1.0,9.0,5.0,5.0,2.0,,,7.0,,1.0,,,,,,,,,3.0,,13.0,1.0,1.0,,,1.0,,,,,,1.0,,145.0,12.0
Emergencia_sp._JLR.KK010,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,2.0,,,,,
Emergencia_timonensis,69.0,65.0,,,,6.0,,618.0,9742.0,16.0,58.0,33.0,403.0,23.0,74.0,8.0,1094.0,39.0,6268.0,800.0,,38885.0,473.0,136.0,34.0,2.0,,,,,,,212.0,,,1991.0,11.0
Enorma_phocaeensis,,,,,,,,,,,,,,,,,,,,,,,,,287.0,51.0,,,,,,,,,,,
Enterobacter_asburiae,,,,,,,,,,,,,,,,,,,,,18228.0,,,,,,1891.0,,,,,,,,,,
Enterobacter_cancerogenus,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,17.0,,,,,,,,,,
Enterobacter_cloacae,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,
Enterobacter_hormaechei,,,,,,,300.0,,,,,,,,,,,,,2144.0,,,,,,86.0,6446.0,,,71.0,,,,,,,
Enterobacter_kobei,,,,,,,,,,,,,,,,,,,,,4770.0,,,,,,,,,,,,,,,,
Enterobacter_ludwigii,,,,,,8.0,,,,,,,,,,,,,,,,,,,1094.0,,1885.0,,,,,,,,,,
Enterobacter_mori,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,384.0,,,,,,,,,,
Enterobacter_roggenkampii,,,,,,,,,,,,,,,,,,,,,102.0,,22.0,,28.0,9.0,63952.0,,,7.0,,,,,,,
Enterobacter_sp._T2,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,
Enterocloster_asparagiformis,1441.0,2112.0,1.0,3294.0,3.0,52.0,70.0,376.0,258.0,4.0,663.0,319.0,2923.0,143.0,483.0,210.0,1544.0,2923.0,2642.0,1241.0,15.0,24.0,153.0,1544.0,11.0,21.0,62.0,134.0,,,232.0,,590.0,,3.0,397.0,1855.0
Enterocloster_bolteae,4998.0,4456.0,21572.0,1280.0,420.0,12358.0,648.0,19100.0,48555.0,931.0,4241.0,2055.0,10977.0,1521.0,10086.0,923.0,12863.0,11570.0,5446.0,20795.0,960.0,733.0,691.0,2539.0,79.0,2324.0,13.0,9701.0,,17009.0,174.0,7188.0,1581.0,1.0,6874.0,430.0,1439.0
Enterocloster_clostridioformis,6755.0,5239.0,289122.0,43.0,30.0,323.0,18.0,3827.0,18230.0,20.0,1521.0,683.0,25763.0,569.0,4439.0,1382.0,17351.0,17028.0,15579.0,18106.0,353.0,4147.0,7.0,6604.0,7.0,81.0,2088.0,250.0,1.0,188132.0,2.0,84633.0,3351.0,,46958.0,7.0,14.0
Enterococcus_avium,,,2.0,,14760.0,21017.0,,,,,,,,,,,,,,,,15.0,,,,,,,,2.0,,,,,,,
Enterococcus_casseliflavus,,,74.0,,,,674.0,,,,,,,,,,,,,,,,,,,167.0,,,,92.0,,14.0,,,,14.0,
Enterococcus_cecorum,,,,,,,2.0,,,,,,,,,,,,,,4.0,,1.0,,5.0,,,,,,,,,,,,1.0
Enterococcus_durans,,,,,,,1625.0,,,,,,,,,,,,,,,,,,,257.0,,,,,,,,,,,
Enterococcus_faecalis,,,21.0,,3210.0,3692.0,4416.0,7.0,,,,,2.0,,,,,,,6.0,,,,,,119281.0,90795.0,16.0,7.0,,,,4.0,,,1538.0,
Enterococcus_faecium,195.0,166.0,3994.0,1605.0,1123.0,1289.0,2546.0,461.0,1260.0,820.0,350.0,99.0,517.0,47.0,231.0,177.0,359.0,75.0,11.0,31.0,47.0,203.0,116.0,203.0,3618.0,1135.0,53878.0,317.0,9.0,4248.0,265.0,3097.0,137.0,,26.0,541.0,1130.0
Enterococcus_gallinarum,,,893.0,,526.0,60.0,27851.0,,,,,,,,,,,,,,,,,,,,,,503.0,3086.0,,203.0,,,89.0,,
Enterococcus_gilvus,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus_hirae,,,9.0,,,,,,,,,,,,,,,,,,,,,,,229.0,,,,156.0,,1417.0,,,,,
Enterococcus_innesii,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus_lactis,,,,,524.0,,4030.0,,,,,,,,,,,,,,,,,,,432.0,,,,,,,,,,,
Enterococcus_mundtii,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Enterococcus_phage_phiFL4A,,,,,,88.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus_raffinosus,,,,,16.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterococcus_saigonensis,,,,,68.0,88.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
Enterococcus_sp._CR-Ec1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,
Enterococcus_sp._FDAARGOS_375,,,,,719.0,1072.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,
Enterococcus_sp._FDAARGOS_553,,,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,2257.0,,118.0,,,178.0,,
Enterococcus_sp._ZQ21,,,,,,,,,,,,,,,,,,,,,,,,,,,96528.0,,,,,,,,,,
Enterococcus_thailandicus,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eponavirus_epona,1.0,3.0,,,,,,,,,2.0,4.0,3.0,4.0,1.0,,2.0,17.0,1.0,4.0,,,,3.0,,,,,,,,,2.0,,,,4.0
Erwinia_tracheiphila,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Erysipelatoclostridium_sp._An173,,,,,1.0,1.0,6.0,,,,,,,,,,,1.0,,,,2.0,,,,,3.0,12.0,,,,,,,,,
Erysipelothrix_amsterdamensis,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escherichia_coli,,,13089.0,10924.0,21778.0,4192.0,21175.0,2588.0,63762.0,552.0,,,286.0,94.0,,,,,,,29254.0,12182.0,426.0,,1585.0,32901.0,183800.0,,7091.0,6914.0,5883.0,111266.0,,153.0,67691.0,149.0,
Escherichia_fergusonii,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,
Escherichia_marmotae,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
Escherichia_sp._E4742,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,
Eshraghiella_crossota,18.0,16.0,1.0,52.0,1.0,1.0,,13.0,10.0,24.0,12.0,5.0,17.0,2.0,19.0,1.0,43.0,21.0,27.0,23.0,2.0,4.0,71.0,15.0,83.0,11.0,,12.0,,,,4.0,6.0,,,15.0,9.0
Eubacterium_callanderi,26.0,58.0,5.0,18.0,8.0,2.0,4.0,538.0,17.0,13.0,22.0,10.0,27.0,5.0,45.0,11.0,46.0,25.0,22.0,60.0,11.0,24.0,406.0,7.0,197.0,23.0,95.0,19.0,,1.0,5.0,,13.0,,1.0,26.0,261.0
Eubacterium_limosum,,,,4.0,2.0,2.0,36.0,20.0,,,,,,,,,,19.0,2.0,,,102.0,14.0,,10.0,2.0,,30.0,,1.0,1.0,,1.0,,,3.0,22.0
Eubacterium_maltosivorans,1.0,,,3.0,,2.0,,5.0,,,1.0,,5.0,,2.0,,1.0,38.0,3.0,3.0,3.0,5.0,6.0,,195.0,15.0,,,,4.0,,,2.0,,,1.0,
Eubacterium_sp._MSJ-33,,1.0,110.0,1.0,,,,,,,,,1.0,,2.0,,,,,,,,16.0,1.0,26.0,,,1.0,,85.0,,38.0,,,,,1.0
