species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Caproicibacter_fermentans,3.0,21.0,,3.0,,,2876.0,,6.0,,3.0,,4.0,,12.0,2.0,4.0,3.0,9.0,1.0,,68.0,,9.0,21.0,,,2.0,,2.0,,1.0,,,,4.0,3.0
Caproicibacter_sp._BJN0012,123.0,,,58.0,,,4054.0,19.0,,,,,140.0,29.0,,189.0,,62.0,,165.0,,,21.0,,,,,49.0,,,,,,,,,6.0
Caproicibacterium_amylolyticum,7.0,18.0,2.0,,,,1194.0,7.0,,,7.0,5.0,19.0,,15.0,13.0,16.0,7.0,4.0,24.0,,3.0,10.0,,13.0,,1.0,,,10.0,,8.0,,,,1.0,1.0
Caproicibacterium_argilliputei,112.0,174.0,37.0,80.0,16.0,8.0,901.0,23.0,28.0,183.0,94.0,49.0,104.0,31.0,201.0,164.0,146.0,287.0,217.0,134.0,49.0,203.0,58.0,35.0,148.0,108.0,,212.0,,24.0,4.0,9.0,43.0,,171.0,123.0,218.0
Caproicibacterium_lactatifermentans,5.0,12.0,,7.0,3.0,13.0,234.0,1.0,3.0,,7.0,5.0,14.0,4.0,18.0,20.0,19.0,23.0,21.0,9.0,1.0,7.0,,5.0,7.0,,,24.0,,,,,1.0,,,1.0,
Caproicibacterium_sp._BJN0003,9.0,1.0,,,,2.0,192.0,1.0,3.0,2.0,4.0,1.0,3.0,,4.0,10.0,3.0,2.0,2.0,8.0,1.0,22.0,1.0,,2.0,1.0,,,,,,,1.0,,1.0,10.0,
Caproiciproducens_sp._CPB-2,120.0,203.0,4.0,7.0,1.0,,549.0,5.0,19.0,9.0,165.0,34.0,98.0,33.0,323.0,147.0,289.0,13.0,377.0,185.0,,417.0,11.0,42.0,19.0,38.0,,11.0,,5.0,,,50.0,,,13.0,3.0
Caproiciproducens_sp._NJN-50,,,,,5.0,,4113.0,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
Capsulimonas_corticalis,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiobacterium_hominis,,,,,,,,,,,,,,,,,,,1.0,,,,7.0,,,,,,,,,,,,,,
Cardiobacterium_sp._Marseille-Q4385,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,5.0,
Carjivirus_communis,,,,17041.0,,,,,,13571.0,,,,,,,,,3.0,,2.0,,1.0,,,,,,,,779.0,,,602.0,,,2.0
Carjivirus_hominis,,,,2359.0,,,,,,2383.0,,,,,,,,,,,,,,,,,,,,,94.0,,,75.0,,,
Carnobacterium_divergens,,,,,,,39.0,,1.0,1.0,43.0,26.0,5.0,,,1.0,4.0,,,,,44.0,,,,,1.0,,,,,,,,,46.0,
Carnobacterium_maltaromaticum,,,,,,,4.0,,,,,,15.0,,,2.0,,,,1.0,,184.0,,,,,,,,,,,,,,14.0,
Carnobacterium_viridans,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castellaniella_defragrans,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
Catalinimonas_niigatensis,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catenibacterium_mitsuokai,246.0,244.0,130.0,24.0,56.0,45.0,191.0,25.0,383.0,151.0,125.0,65.0,112.0,41.0,311.0,116.0,316.0,451.0,268.0,57.0,82.0,75.0,119.0,62.0,2643.0,76.0,,90.0,,184.0,1.0,50.0,44.0,,310.0,368.0,232.0
Catenibacterium_sp._co_0103,22.0,41.0,21.0,75.0,12.0,34.0,15.0,,123.0,191.0,11.0,13.0,19.0,3.0,40.0,23.0,39.0,142.0,150.0,12.0,65.0,270.0,105.0,6.0,44522.0,81.0,10.0,69.0,2.0,22.0,1.0,32.0,12.0,,94.0,145.0,99.0
Caulobacter_flavus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Cedecea_lapagei,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
Cedecea_neteri,,,,,,,,,,,,1.0,,,,,,1.0,,2.0,1.0,,,,,,6.0,,3.0,2.0,,,,,1.0,,
Cedecea_sp._FDAARGOS_727,,5.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
Ceduovirus_CHPC1020,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceduovirus_CHPC1170,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceduovirus_bIBBAm4,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cellulomonas_iranensis,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cellulomonas_wangsupingiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
Cellulosilyticum_sp._WCF-2,,,260.0,1.0,4.0,5.0,5.0,,,,3.0,1.0,,1.0,,1.0,,1.0,,,7.0,,1.0,1.0,1.0,,,2.0,,202.0,,465.0,,,,,
Cellulosimicrobium_cellulans,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Cellvibrio_sp._PSBB006,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,
Cetobacterium_somerae,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.0
Chakrabartyella_piscis,,,1.0,8.0,,,,,,3.0,,,,,,,,2.0,,1.0,,,,,,,,,,2.0,2.0,1.0,,3.0,,,
Changpingibacter_yushuensis,,,,2.0,,1.0,8.0,,,,,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,,,,,,
Chania_multitudinisentens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
Chelatococcus_sp._CO-6,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,
Chenggangzhangella_methanolivorans,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Chimaeribacter_arupi,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chitinimonas_koreensis,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
Chitinophaga_agri,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Chitinophaga_caeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Chitinophaga_caseinilytica,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Chitinophaga_horti,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Chitinophaga_pollutisoli,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Chitinophaga_sp._XS-30,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,
Chloracidobacterium_aggregatum,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Chlorobium_phaeovibrioides,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Chloroherpeton_thalassium,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Chondrinema_litorale,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Chopinvirus_KSY1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chordicoccus_furentiruminis,47.0,58.0,160.0,93.0,13.0,16.0,34.0,28.0,14.0,8.0,70.0,41.0,50.0,19.0,43.0,34.0,60.0,42.0,119.0,76.0,3.0,13.0,27.0,63.0,63.0,1.0,1.0,35.0,,326.0,4.0,45.0,51.0,2.0,1.0,65.0,12.0
Christensenella_massiliensis,430.0,870.0,140.0,238.0,77.0,115.0,292.0,79.0,171.0,132.0,209.0,124.0,380.0,114.0,630.0,566.0,482.0,1757.0,450.0,245.0,122.0,419.0,871.0,172.0,726.0,2.0,4.0,380.0,,84.0,18.0,44.0,169.0,2.0,9.0,884.0,466.0
Christensenella_minuta,50.0,61.0,5.0,912.0,6.0,4.0,24.0,65.0,1078.0,203.0,63.0,32.0,57.0,27.0,122.0,40.0,39.0,129.0,94.0,36.0,70.0,44.0,263.0,30.0,717.0,7.0,,23.0,,5.0,44.0,3.0,22.0,9.0,60.0,604.0,693.0
Chromobacterium_vaccinii,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
Chryseobacterium_arthrosphaerae,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
Chryseobacterium_gallinarum,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Chryseobacterium_indoltheticum,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Chryseobacterium_paludis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
Chryseobacterium_sp._CY350,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Chryseobacterium_sp._POE27,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,
Chryseobacterium_taklimakanense,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chthonomonas_calidirosea,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Citricoccus_muralis,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrifermentans_bemidjiense,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrobacter_amalonaticus,,,1704.0,,73.0,3.0,1018.0,,,,,,,,,,,,,6.0,15.0,,,,,,39.0,,752.0,1447.0,,1919.0,,,1.0,,
Citrobacter_arsenatis,,,141.0,,,,1.0,,,,,,,,,,,23.0,,,,,1.0,,,,,,841.0,52.0,,116.0,,,,,
Citrobacter_braakii,14.0,7.0,929.0,,10.0,,116.0,,,,,,68.0,,,,,1514.0,,61.0,343.0,,,8.0,21.0,1.0,49.0,,6232.0,335.0,,757.0,,,10.0,,
Citrobacter_cronae,,,2801.0,,,,,,,,,,,,,,,,,,,3.0,,,,,4.0,,20514.0,751.0,,2367.0,,2.0,,,
Citrobacter_enshiensis,,,2.0,,,,7.0,,3.0,,,,,,,1.0,,14.0,1.0,,4.0,,,,,,2.0,,4.0,3.0,,6.0,,,,,
Citrobacter_europaeus,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,445.0,13.0,,48.0,,,,,
Citrobacter_farmeri,,,24526.0,2.0,3663.0,182.0,30931.0,,,,,,,,,,1.0,,,1.0,3.0,,,2.0,,,1.0,,9347.0,33365.0,,34044.0,,,26.0,,
Citrobacter_freundii,68.0,36.0,6013.0,39.0,60.0,2.0,621.0,,,,167.0,48.0,205.0,,,,24.0,2257.0,336.0,286.0,317.0,,257.0,154.0,85.0,1.0,188.0,,50835.0,4812.0,,6156.0,227.0,,2.0,144.0,
Citrobacter_freundii_complex_sp._CFNIH2,,,42.0,,,,24.0,,,,,,,,,,,,,,,,,,,,,,13.0,53.0,,45.0,,,,,
Citrobacter_freundii_complex_sp._CFNIH4,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrobacter_freundii_complex_sp._CFNIH9,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,8.0,,53.0,,,,,
Citrobacter_gillenii,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,17.0,,,,,,,,
Citrobacter_koseri,,,28.0,,,,,,,,,,,,,,,,8.0,,2.0,,5.0,,2.0,,2.0,,17.0,36.0,,15.0,,,1.0,,
Citrobacter_meridianamericanus,397.0,531.0,135.0,,1.0,,44.0,,,,686.0,587.0,3799.0,52.0,24.0,161.0,138.0,1452.0,532.0,3243.0,,,1.0,1018.0,,,,,921.0,48.0,,129.0,216.0,,,,
Citrobacter_pasteurii,,,69.0,,,,,,,,,,,,,,,43.0,,4.0,2629.0,,20.0,,,,,,234.0,29.0,,18.0,,,,,
Citrobacter_portucalensis,,18.0,2835.0,4.0,24.0,1.0,256.0,,,,22.0,,27.0,,,30.0,11.0,128.0,40.0,25.0,26.0,3.0,67.0,6.0,,,1133.0,,23547.0,934.0,1.0,2721.0,,,,8.0,
Citrobacter_rodentium,,,1.0,,6.0,,57.0,,,,,,,,,,,,,,,4.0,,,,,1.0,,11.0,2.0,,3.0,,,,,
Citrobacter_sedlakii,,,11.0,,1.0,1.0,79.0,,,,,,,,,,,,,,,,,,4.0,,,,13.0,2.0,,,,,,,
Citrobacter_sp._172116965,,,35.0,,,,,,,,,,,,,,,286.0,,,,,,,,,2.0,,142.0,14.0,,18.0,,,,,
Citrobacter_sp._21OH12SH02A-Citro,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,872.0,,,41.0,,,,,
Citrobacter_sp._B72,,,197.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,,1045.0,33.0,,86.0,,,,,
Citrobacter_sp._BDA59-3,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,6.0,,,,,,,,
Citrobacter_sp._BIDMC108,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,631.0,40.0,,,,,,,
Citrobacter_sp._C1,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,8.0,,,,,
Citrobacter_sp._C13,,,12.0,,,,,,,,,,,,,,,,,,,,48.0,,,,,,13.0,,,,,,,,
Citrobacter_sp._CF971,,,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,462.0,,759.0,,,,,
Citrobacter_sp._CFNIH10,,,51.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,20.0,104.0,,131.0,,,,,
Citrobacter_sp._CRE-46,,,894.0,,,,,,,,,,,,,,,,,,13.0,,,,,,,,6226.0,346.0,,742.0,,,,,
Citrobacter_sp._Colony219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,7.0,,,,,,,
Citrobacter_sp._Colony322,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,32.0,,123.0,,,,,
Citrobacter_sp._FDAARGOS_156,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,41.0,,32.0,,,,,
Citrobacter_sp._MGH103,,,,,,,,,,,,,,,,,,,,,166.0,,,,,,,,205.0,,,,,,,,
Citrobacter_sp._MGH105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,,,17.0,,,,,
Citrobacter_sp._On28M,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrobacter_sp._R56,,,1.0,,,,,,,,,,,,,,,6.0,,,1.0,,,,,,1.0,,3.0,,,,,,1.0,,
Citrobacter_sp._RHB25-C09,,,9.0,,,,9.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,45.0,5.0,,8.0,,,,,
Citrobacter_sp._RHB35-C17,,,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,113.0,,63.0,,,,,
Citrobacter_sp._RHB35-C21,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,80.0,,,25.0,,,,,
Citrobacter_sp._RHB36-C18,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Citrobacter_sp._RHBSTW-00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.0,,,,,,,,
Citrobacter_sp._RHBSTW-00127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,99.0,,731.0,,,,,
Citrobacter_sp._RHBSTW-00446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22348.0,,,,,,,,
Citrobacter_sp._RHBSTW-00524,,,51.0,,,,,,,,,,,,,,,90.0,48.0,,,,,,,,,,270.0,10.0,,25.0,,,,,
Citrobacter_sp._RHBSTW-00570,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,52.0,,,,,,,,
Citrobacter_sp._RHBSTW-00599,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,165.0,,,42.0,,,,,
Citrobacter_sp._RHBSTW-00671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,
Citrobacter_sp._RHBSTW-00678,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,
Citrobacter_sp._RHBSTW-00696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,
Citrobacter_sp._RHBSTW-00881,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,
Citrobacter_sp._RHBSTW-00887,,,,,,,25.0,,,,,,,,,,,,,9.0,,,,,,14.0,2.0,,21.0,,,,,,,,
Citrobacter_sp._RHBSTW-00976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,
Citrobacter_sp._RHBSTW-00986,,,14.0,,,,12.0,,,,,,,,,,,,,,,,,,,,7.0,,107.0,,,14.0,,,,,
Citrobacter_sp._RHBSTW-01013,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,44.0,,,,,,,,
Citrobacter_sp._RHBSTW-01044,,,,,30.0,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrobacter_sp._S39,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrobacter_sp._TSA-1,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,12.0,,,,,,,,
Citrobacter_sp._XT1-2-2,,,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,551.0,,,37.0,,,,,
Citrobacter_sp._Y3,,,702.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,174.0,670.0,,1162.0,,,,,
Citrobacter_tructae,,,11.0,,,,,,,,,,,,,,,696.0,77.0,2.0,,,,,,,4.0,,97.0,3.0,,6.0,,,,,
Citrobacter_werkmanii,,,38963.0,1.0,,3.0,111.0,,,,,,3.0,,,,,,29.0,,7.0,1.0,,,5.0,,1.0,,272576.0,11265.0,,32305.0,,,1.0,,
Citrobacter_youngae,,,389.0,,,,,,,,,,29.0,,,,,139.0,,6.0,34.0,,,11.0,,,,,3100.0,175.0,,383.0,,,,,
Claveliimonas_bilis,15566.0,25848.0,2330.0,343.0,68.0,244.0,640.0,189.0,370.0,199.0,638.0,310.0,21930.0,237.0,1468.0,1073.0,32371.0,9679.0,15859.0,3213.0,8472.0,426.0,172.0,9801.0,1174.0,139.0,29.0,1104.0,90.0,1692.0,18.0,1008.0,11442.0,10.0,526.0,225.0,482.0
Clavibacter_michiganensis,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,
Clavibacter_sepedonicus,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,2.0
Cloacibacillus_porcorum,21.0,17.0,,15.0,,,,2.0,,9.0,29.0,22.0,24.0,10.0,24.0,17.0,17.0,60.0,37.0,55.0,,19.0,32.0,17.0,74.0,1.0,,2.0,,,,,20.0,1.0,,1264.0,1.0
Cloacibacterium_sp._TD35,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,
Clostridioides_difficile,1606.0,3300.0,3187.0,8840.0,1329.0,2293.0,5878.0,1316.0,2766.0,7487.0,1369.0,834.0,2139.0,586.0,1861.0,1806.0,3296.0,11656.0,9571.0,1517.0,2225.0,26805.0,4706.0,1051.0,7124.0,2466.0,195542.0,7762.0,292.0,3603.0,499.0,3146.0,1070.0,75.0,815.0,4533.0,3450.0
Clostridioides_sp._ES-S-0107-01,,,1.0,,,,,,,,,,,1.0,,,,1.0,2.0,1.0,,131.0,,1.0,,,4.0,1.0,,,,,,,,,
Clostridioides_sp._ES-S-0173-01,,2.0,,,1.0,,,,,,,,,,,,,,,6.0,68.0,,,,14.0,,,,,,,,,,,,
Clostridium_aceticum,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_acetobutylicum,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Clostridium_argentinense,,,46.0,,4.0,,18.0,,,,,,,,,,,,,,,,,,1.0,,,,,23.0,,,,,1.0,,1.0
Clostridium_baratii,,,35.0,,66.0,5.0,89.0,1.0,,,4.0,2.0,,,2.0,7.0,,1.0,1.0,,314.0,28.0,11.0,,65.0,4.0,,,,29.0,,27.0,,,1.0,,
Clostridium_beijerinckii,,,7.0,,26.0,,10.0,,,,,,,,,,,,,,90.0,20.0,,3.0,18.0,1.0,,,,6.0,,122.0,,,,,
Clostridium_bornimense,,1.0,6.0,1.0,75.0,8.0,403.0,,,,2.0,1.0,1.0,2.0,2.0,2.0,5.0,,,,46.0,21.0,6.0,,32.0,,,12.0,,1.0,,3.0,,,,,2.0
Clostridium_botulinum,,,18.0,2.0,1425.0,,40.0,,,6.0,2.0,,,,,6.0,1.0,,,1.0,954.0,14.0,2.0,,38.0,4.0,,,49.0,2.0,,2.0,,,21.0,,1.0
Clostridium_butyricum,,,302.0,,194.0,,21950.0,,,,60.0,18.0,,,,5.0,,,,,998.0,34.0,,,179.0,297.0,,,,51.0,,65.0,,,1.0,,
Clostridium_cadaveris,79.0,183.0,39.0,63.0,5.0,10.0,174.0,87.0,615.0,117.0,99.0,50.0,93.0,26.0,204.0,174.0,75.0,537.0,76.0,19.0,81.0,89.0,367.0,13.0,173.0,58.0,,77.0,5.0,46.0,3.0,33.0,43.0,4.0,22.0,195.0,56.0
Clostridium_carboxidivorans,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,
Clostridium_cellulovorans,,,5.0,28.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,7.0,,7.0,26.0,,,4.0,,3.0,1.0
Clostridium_chauvoei,,1.0,7.0,,31.0,1.0,27.0,,,,1.0,,,,2.0,3.0,,,,,171.0,10.0,2.0,,27.0,,,2.0,,3.0,,2.0,,,,,
Clostridium_cochlearium,,,41.0,,1.0,,77.0,,24.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,8.0,,,,,,,
Clostridium_diolis,,,6.0,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,
Clostridium_drakei,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Clostridium_estertheticum,,,1.0,3.0,,,2.0,,,,,,1.0,,,,,,,,3.0,,,,1.0,,3.0,,,2.0,,1.0,,,,,
Clostridium_felsineum,,,,,6.0,,23.0,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,
Clostridium_fermenticellae,,,,,,1.0,7.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Clostridium_formicaceticum,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
Clostridium_gasigenes,,,6.0,,11.0,2.0,12.0,,,,,2.0,,,,1.0,,,,,63.0,8.0,3.0,,38.0,,,,,5.0,,1.0,,,,,
Clostridium_gelidum,,1.0,5.0,1.0,24.0,3.0,13.0,,,,1.0,,,,1.0,3.0,,1.0,,,41.0,3.0,1.0,,29.0,,,,,1.0,,9.0,,,,,
Clostridium_intestinale,,,1.0,,11.0,,5.0,,,,,,,,,,,,,,30.0,,1.0,,3.0,2.0,,,,,,,,,1.0,,
Clostridium_isatidis,,2.0,18.0,1.0,77.0,,72.0,,,20.0,2.0,1.0,,,,6.0,,,1.0,1.0,215.0,22.0,1.0,2.0,105.0,,,1.0,9.0,9.0,,,,,4.0,,
Clostridium_kluyveri,1.0,2.0,1.0,,11.0,3.0,94.0,,1.0,,,1.0,1.0,1.0,2.0,,4.0,,2.0,,1.0,15.0,,2.0,,1.0,,2.0,,1.0,,1.0,,,,1.0,
Clostridium_ljungdahlii,,,,,,,4.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,7.0,
Clostridium_manihotivorum,,,5.0,,1.0,,3.0,,1.0,,,,,,,,,,,,10.0,2.0,,,1.0,,,,,1.0,,,,,,,
Clostridium_novyi,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Clostridium_pasteurianum,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,
Clostridium_perfringens,774.0,671.0,20256.0,326.0,1522.0,230.0,336.0,262.0,456.0,560.0,1241.0,684.0,472.0,237.0,689.0,858.0,496.0,2827.0,978.0,469.0,7787.0,1798.0,741.0,85.0,5217.0,1881.0,,193.0,40.0,3351.0,22.0,891.0,121.0,54.0,163.0,471.0,805.0
Clostridium_saccharobutylicum,,,4.0,,8.0,1.0,6.0,,,,,1.0,,,1.0,2.0,,,,,34.0,6.0,,,19.0,,,,,1.0,,7.0,,,,,
Clostridium_saccharoperbutylacetonicum,,,10.0,,1.0,,3.0,,,,,,,,,,,,,,6.0,2.0,,,3.0,,,,,,,14.0,,,,,
Clostridium_scatologenes,,,,,,,2.0,,,,,,1.0,,,2.0,,,3.0,,,,,1.0,,,,,,,,,1.0,,,,
Clostridium_septicum,,7.0,52.0,,355.0,29.0,228.0,,,,10.0,8.0,,,11.0,48.0,3.0,3.0,4.0,,576.0,22.0,23.0,2.0,694.0,6.0,,1.0,2.0,11.0,,8.0,,,,,
Clostridium_sp._'deep_sea',1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,
Clostridium_sp._001,,,22.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,3.0,,,,,
Clostridium_sp._16K-1-R1,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_sp._BJN0001,,,2.0,,9.0,,50.0,,,1.0,,,2.0,,,1.0,,,,,24.0,1.0,,,5.0,,1.0,,,,,2.0,,,,,
Clostridium_sp._BJN0013,1.0,3.0,,9.0,,,8.0,,,,1.0,,,,3.0,,6.0,,,1.0,,,6.0,,,,,,,1.0,,,1.0,,,,
Clostridium_sp._BNL1100,,,,,,,38.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0
Clostridium_sp._C1,1064.0,526.0,2.0,178.0,3027.0,1225.0,8587.0,101.0,168.0,147.0,674.0,378.0,931.0,298.0,478.0,2463.0,314.0,38101.0,988.0,1410.0,224.0,4123.0,10.0,770.0,3146.0,51.0,652.0,4209.0,1.0,1.0,32.0,3.0,618.0,2.0,1.0,6.0,57.0
Clostridium_sp._CF011,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium_sp._DL-VIII,,,8.0,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,7.0,,,,1.0,
